filename,label,description
Downy Mildew_486.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broad, lobed shape and a vibrant green color. The leaf displays a prominent venation pattern with a slightly wrinkled texture. There are irregularly shaped, light brown lesions scattered across the surface, particularly along the veins, affecting approximately 20% of the leaf area. Some areas show signs of chlorosis, with yellowing around the edges and near the lesions. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no significant blurring, shadows, or reflections."
Downy Mildew_487.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size. The leaf displays a mix of green and yellow tones, with a prominent venation pattern. The surface appears slightly wrinkled. There are scattered brown spots with irregular shapes and diffuse borders, affecting approximately 20% of the leaf area. Some areas show signs of chlorosis, particularly around the lesions. The background is plain white, providing a clear contrast to the leaf. The image is well-focused with no significant blur or shadows."
Downy Mildew_488.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_489.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_49.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_490.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_491.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_492.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The surface appears slightly wrinkled and leathery. The leaf exhibits symptoms of chlorosis, with yellowing primarily along the veins and edges, affecting approximately 30% of the leaf area. There are no distinct lesions or necrotic spots visible. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no significant blurring or shadows, allowing for a detailed observation of the leaf's condition."
Downy Mildew_493.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The surface appears slightly wrinkled and leathery. The leaf exhibits chlorosis, with yellowing affecting approximately 30% of the area, particularly along the edges and veins. There are no distinct lesions or spots visible, but the overall discoloration suggests physiological stress. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no significant blur, shadows, or reflections affecting visibility."
Downy Mildew_494.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size. The leaf displays a mix of green and yellow tones, with a prominent venation pattern that is slightly raised. The surface appears somewhat wrinkled and lacks glossiness. Lesions are present as brown necrotic patches along the edges and scattered across the surface, affecting approximately 30% of the leaf area. The borders of these patches are irregular and blend into the surrounding tissue. Physiological changes include significant chlorosis, particularly towards the center, and some curling at the edges. The background is a plain white surface, providing clear contrast to the leaf. The image is well-focused with no noticeable blur or shadows, allowing for detailed observation of the leaf's condition."
Downy Mildew_495.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_496.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_497.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_498.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_499.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broadly lobed shape and medium size. The leaf displays a mix of green and yellow tones, with a prominent venation pattern that is slightly raised. The surface appears somewhat wrinkled and lacks glossiness. There are diffuse yellow patches covering approximately 60% of the leaf area, with no distinct borders, suggesting chlorosis. The leaf edges show slight curling, indicating possible physiological stress. The background is a plain white surface, providing clear contrast to the leaf. The image is well-focused with no significant blur, shadows, or reflections affecting visibility."
Downy Mildew_5.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broad, lobed shape and a medium size. The leaf exhibits a vibrant green color with a prominent venation pattern and a smooth surface texture. There are several irregularly shaped, pale brown lesions scattered across the leaf, affecting approximately 30% of the surface area. The lesions have indistinct borders and are distributed randomly rather than following the veins or margins. Some areas of the leaf show signs of chlorosis, with a slight yellowing around the lesions. The background is a plain white surface, providing clear contrast to the leaf, and there are no other plant parts or objects visible. The image is well-focused with no significant blur or shadows."
Downy Mildew_50.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_500.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The surface appears slightly wrinkled and leathery. The leaf shows symptoms of chlorosis, with significant yellowing across approximately 70% of its area, particularly along the edges and between veins. There are no distinct lesions or spots visible, but the overall discoloration suggests physiological stress. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no noticeable blur or shadows, allowing for clear observation of the leaf's condition."
Downy Mildew_501.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broad, lobed shape and a medium size. The leaf displays a vibrant green color with a prominent venation pattern, and the surface appears smooth with a slight gloss. There are visible lesions in the form of small, irregularly shaped holes and patches of discoloration, primarily brown and yellow, scattered across the leaf, affecting approximately 15% of the surface area. Some areas show signs of chlorosis, particularly near the edges. The background is a plain white surface, providing a clear contrast to the leaf, with no other plant parts or objects visible. The image is well-focused with good lighting, though there is a slight shadow cast by the leaf."
Downy Mildew_502.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_503.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_504.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_505.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_506.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins clearly visible against the leaf surface, which appears slightly wrinkled. The leaf exhibits symptoms of chlorosis, with yellowing primarily along the veins and edges, affecting approximately 40% of the leaf area. There are no distinct lesions, but the discoloration is unevenly distributed, giving a mottled appearance. The background is a plain white surface, providing a clear contrast to the leaf. The image quality is good, with no significant blur or shadows, allowing for detailed observation of the leaf's condition."
Downy Mildew_507.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The leaf surface appears slightly wrinkled and leathery. There are irregularly shaped brown lesions scattered across the leaf, with some clustering along the edges, affecting approximately 30% of the leaf area. The borders of the lesions are somewhat diffuse. Chlorosis is evident, with yellowing around the lesions and along the veins. The background is a plain white surface, providing clear contrast to the leaf. The image is well-focused with no significant blur or shadows."
Downy Mildew_508.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size. The leaf exhibits a mix of green and yellow tones, with a prominent venation pattern. The surface appears slightly wrinkled and leathery. There are irregular yellow patches scattered across the leaf, with some areas showing darker brown necrotic spots, affecting approximately 30% of the leaf area. The leaf shows signs of chlorosis, particularly around the veins, and slight curling at the edges. The background is a plain white surface, providing clear contrast to the leaf. The image is well-focused with no significant blur or shadows."
Downy Mildew_509.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_51.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The surface appears slightly wrinkled and leathery. There are brownish lesions with irregular shapes and diffuse borders, scattered across the leaf, affecting approximately 20% of the area. Some areas show signs of chlorosis, particularly near the lesions, and slight necrosis is visible. The leaf edges are slightly curled. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no significant blur or shadows."
Downy Mildew_510.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_511.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_512.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_513.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_514.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_515.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_516.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_517.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_518.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_519.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_52.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broadly lobed shape and medium size. The leaf displays a mix of green and yellow tones, with a prominent venation pattern that is slightly raised. The surface appears smooth with a slight gloss. There are diffuse yellow patches scattered across the leaf, affecting approximately 40% of the area, with no distinct borders. Some areas show mild chlorosis, particularly along the veins, but no necrosis or perforations are visible. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-lit with no significant shadows or reflections, allowing for clear observation of the leaf's features."
Downy Mildew_520.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size, displaying a mix of green and yellow tones. The venation pattern is prominent, with veins radiating from the central stem. The surface appears slightly wrinkled and leathery. The leaf exhibits chlorosis, with yellowing affecting approximately 40% of the area, particularly along the edges and between veins. There are no distinct lesions or necrosis visible. The background is a plain white surface, providing a clear contrast to the leaf. The image quality is good, with no significant blur or shadows, allowing for clear observation of the leaf's features."
Downy Mildew_521.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_522.jpg,Downy Mildew,"Close-up photo of a grape leaf with a lobed shape and medium size. The leaf displays a mix of green and yellow tones, with the yellowing more pronounced along the edges and between the veins, indicating chlorosis. The venation pattern is prominent, with a slightly wrinkled and leathery surface texture. There are no distinct lesions, but the color variation suggests physiological changes affecting approximately 60% of the leaf area. The background is a plain white surface, providing a clear contrast to the leaf. The image is well-focused with no significant blur, shadows, or reflections, allowing for detailed observation of the leaf's condition."
Downy Mildew_523.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_524.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_525.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_526.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_527.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_528.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_529.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_53.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_530.jpg,Downy Mildew,"Close-up photo of a grape leaf with a broadly lobed shape and medium size. The leaf exhibits a mix of green and yellow tones, with a prominent venation pattern that is slightly raised. The surface appears somewhat leathery with a few wrinkles. There are scattered patches of yellowing (chlorosis) across the leaf, particularly along the veins, affecting approximately 30% of the leaf area. No distinct lesions or necrosis are visible, but the leaf edges show slight curling. The background is a plain white surface, providing clear contrast to the leaf. The image is well-focused with no significant blur, shadows, or reflections."
Downy Mildew_531.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_532.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_533.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_534.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_535.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_536.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_537.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_538.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_539.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_54.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_540.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_541.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_542.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_543.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_544.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_545.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_546.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_547.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_548.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_549.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_55.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_550.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_551.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_552.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_553.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_554.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_555.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_556.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_557.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_558.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_559.JPG,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_56.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_560.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_561.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
Downy Mildew_562.jpg,Downy Mildew,"[ERROR] Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}"
